
32.0, 3.0, 83.73333333333333, 898.0, 1000.0, 0.3279437739039209
21.0, 8.0, 83.91071428571428, 871.0, 1000.0, 0.3252468682277554
28.0, 6.0, 75.35416666666667, 909.0, 1000.0, 0.3224487923443671
21.0, 8.0, 81.91071428571428, 874.0, 1000.0, 0.32925048305843657
28.0, 5.0, 89.98571428571428, 874.0, 1000.0, 0.3336789849490488
27.0, 7.0, 74.54285714285714, 902.0, 1000.0, 0.32315634635756013
27.0, 7.0, 78.54285714285714, 876.0, 1000.0, 0.3279437739039209
21.0, 7.0, 79.92857142857142, 882.0, 1000.0, 0.32592495172259794
27.0, 7.0, 78.54285714285714, 906.0, 1000.0, 0.3228444338754327
22.0, 6.0, 69.56666666666668, 896.0, 1000.0, 0.3266134930883122
28.0, 4.0, 86.03571428571428, 895.0, 1000.0, 0.32925048305843657
28.0, 3.0, 84.26666666666667, 909.0, 1000.0, 0.3332309271649855
17.0, 6.0, 78.10000000000001, 870.0, 1000.0, 0.33508209375090225
22.0, 7.0, 78.67619047619047, 901.0, 1000.0, 0.3238567456695767
21.0, 5.0, 69.7625, 905.0, 1000.0, 0.32939324659663194
28.0, 6.0, 76.29166666666667, 905.0, 1000.0, 0.3224487923443671
34.0, 5.0, 91.98571428571428, 905.0, 1000.0, 0.32111498245703196
28.0, 6.0, 72.0952380952381, 903.0, 1000.0, 0.32316342220983163
28.0, 6.0, 71.35416666666667, 911.0, 1000.0, 0.32101133142288507
26.0, 8.0, 77.525, 850.0, 1000.0, 0.3279437739039209
13.0, 8.0, 82.4375, 872.0, 1000.0, 0.3336789849490488
32.0, 3.0, 77.62745098039215, 909.0, 1000.0, 0.32316342220983163
28.0, 4.0, 76.60294117647058, 919.0, 1000.0, 0.32939324659663194
27.0, 7.0, 71.39285714285714, 911.0, 1000.0, 0.3172561421796807
18.0, 8.0, 78.91071428571428, 910.0, 1000.0, 0.32925048305843657
17.0, 7.0, 79.92857142857142, 837.0, 1000.0, 0.3305424928226161
21.0, 6.0, 70.63333333333334, 887.0, 1000.0, 0.32455769299320447
28.0, 4.0, 80.65, 907.0, 1000.0, 0.3279437739039209
22.0, 8.0, 82.91071428571428, 901.0, 1000.0, 0.32111498245703196
29.0, 4.0, 87.32692307692308, 889.0, 1000.0, 0.3305424928226161
19.0, 9.0, 83.89682539682539, 913.0, 1000.0, 0.325284099956999
23.0, 8.0, 84.20192307692308, 895.0, 1000.0, 0.32232861197569557
28.0, 5.0, 84.98571428571428, 876.0, 1000.0, 0.33244493425034366
28.0, 5.0, 76.7625, 928.0, 1000.0, 0.3272744369195597
28.0, 7.0, 79.54285714285714, 904.0, 1000.0, 0.3198905209919739
28.0, 5.0, 74.825, 936.0, 1000.0, 0.3273997247908179
32.0, 3.0, 78.8, 906.0, 1000.0, 0.3266134930883122
34.0, 5.0, 93.98571428571428, 882.0, 1000.0, 0.3305424928226161
28.0, 5.0, 85.98571428571428, 902.0, 1000.0, 0.32701342831184543
34.0, 6.0, 94.95238095238095, 880.0, 1000.0, 0.325284099956999
18.0, 8.0, 76.91071428571428, 912.0, 1000.0, 0.32592495172259794
32.0, 3.0, 79.52083333333333, 903.0, 1000.0, 0.3224487923443671
34.0, 4.0, 88.32692307692308, 894.0, 1000.0, 0.32592495172259794
28.0, 5.0, 88.98571428571428, 900.0, 1000.0, 0.3281617890602341
28.0, 4.0, 88.03571428571428, 885.0, 1000.0, 0.3305424928226161
32.0, 3.0, 78.93333333333332, 900.0, 1000.0, 0.3266134930883122
29.0, 5.0, 90.98571428571428, 898.0, 1000.0, 0.325284099956999
31.0, 4.0, 78.65, 896.0, 1000.0, 0.32315634635756013
32.0, 2.0, 78.0, 919.0, 1000.0, 0.3273997247908179
34.0, 5.0, 90.825, 891.0, 1000.0, 0.32859999854536526

27.0, 7.0, 78.54285714285714, 876.0, 1000.0, 0.3279437739039209
28.0, 7.0, 79.54285714285714, 904.0, 1000.0, 0.3198905209919739
22.0, 6.0, 73.56666666666668, 894.0, 1000.0, 0.3279437739039209
31.0, 4.0, 82.65, 870.0, 1000.0, 0.3279437739039209
32.0, 3.0, 81.68627450980391, 913.0, 1000.0, 0.32455769299320447
28.0, 6.0, 75.35416666666667, 909.0, 1000.0, 0.3224487923443671
28.0, 6.0, 75.72916666666667, 928.0, 1000.0, 0.32135392836424115
26.0, 9.0, 87.89682539682539, 882.0, 1000.0, 0.32405072792695194
32.0, 2.0, 80.0625, 922.0, 1000.0, 0.32939324659663194
27.0, 7.0, 70.33035714285714, 906.0, 1000.0, 0.3172561421796807
